SPEED,acceleration,label
0.58865756,0.58865756,0
0,-0.58865756,0
0,0,0
0,0,0
0,0,0
2.363832,2.363832,1
2.363832,0,0
0,-2.363832,2
0,0,0
2.2096632,2.2096632,1
0,-2.2096632,2
0,0,0
0,0,0
0,0,0
0,0,0
2.2591033,2.2591033,1
6.974736,4.7156327,1
10.939947,3.965211,1
12.603613,1.663666,1
13.392682,0.789069,0
11.9691725,-1.4235095,0
11.184993,-0.7841795,0
5.407728,-5.777265,2
5.407728,0,0
3.4759178,-1.9318102,0
0,-3.4759178,2
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
4.1851377,4.1851377,1
4.1851377,0,0
3.1050076,-1.0801301,0
0,-3.1050076,2
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
8.763861,8.763861,1
12.213086,3.449225,1
12.080343,-0.132743,0
11.943449,-0.136894,0
10.9522295,-0.9912195,0
9.8869505,-1.065279,0
0,-9.8869505,4
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2.7400036,2.7400036,1
6.777279,4.0372754,1
6.777279,0,0
7.845397,1.068118,0
7.891776,0.046379,0
7.508588,-0.383188,0
7.426052,-0.082536,0
10.210236,2.784184,1
14.362199,4.151963,1
17.533903,3.171704,1
21.208836,3.674933,1
23.084553,1.875717,1
24.168154,1.083601,5
25.28828,1.120126,5
26.537386,1.249106,5
27.679533,1.142147,5
28.168804,0.489271,5
28.609453,0.440649,5
28.609453,0,5
29.445312,0.835859,5
29.793425,0.348113,5
28.639883,-1.153542,5
25.413612,-3.226271,2
22.030588,-3.383024,2
19.651545,-2.379043,2
16.830027,-2.821518,2
9.8028145,-7.0272125,4
9.8028145,0,0
5.5031934,-4.2996211,2
0,-5.5031934,2
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
7.3539863,7.3539863,1
11.580385,4.2263987,1
18.159868,6.579483,1
18.159868,0,0
21.074902,2.915034,1
22.36087,1.285968,1
23.115149,0.754279,5
19.726498,-3.388651,2
17.744478,-1.98202,2
17.358643,-0.385835,0
18.726252,1.367609,1
18.726252,0,0
20.510506,1.784254,1
20.746212,0.235706,5
18.974844,-1.771368,2
16.079409,-2.895435,2
12.32594,-3.753469,2
12.32594,0,0
10.282851,-2.043089,2
8.4451065,-1.8377445,2
6.499697,-1.9454095,2
0,-6.499697,2
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
9.788365,9.788365,1
9.583252,-0.205113,0
11.636857,2.053605,1
13.377464,1.740607,1
14.327151,0.949687,0
16.870108,2.542957,1
16.870108,0,0
17.128977,0.258869,0
17.474138,0.345161,0
18.012276,0.538138,0
18.487135,0.474859,0
18.999279,0.512144,0
18.68113,-0.318149,0
16.489475,-2.191655,2
15.719696,-0.769779,0
15.719696,0,0
16.399624,0.679928,0
17.535185,1.135561,0
18.74745,1.212265,0
21.19514,2.44769,1
23.264122,2.068982,1
24.235542,0.97142,5
24.743097,0.507555,5
26.011507,1.26841,5
27.28629,1.274783,5
27.46232,0.17603,5
26.774841,-0.687479,5
26.343245,-0.431596,5
24.107857,-2.235388,2
21.492527,-2.61533,2
15.373165,-6.119362,2
12.56303,-2.810135,2
12.56303,0,0
10.148823,-2.414207,2
7.888192,-2.260631,2
0,-7.888192,4
8.163898,8.163898,1
10.211761,2.047863,1
10.780684,0.568923,0
11.172767,0.392083,0
8.861851,-2.310916,2
5.405495,-3.456356,2
3.6931117,-1.7123833,0
3.184543,-0.5085687,0
0,-3.184543,2
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
11.048254,11.048254,1
14.897361,3.849107,1
19.09323,4.195869,1
19.09323,0,0
19.250202,0.156972,0
19.397427,0.147225,0
20.332579,0.935152,0
21.470276,1.137697,5
22.59449,1.124214,5
23.570677,0.976187,5
23.559732,-0.010945,5
23.448202,-0.11153,5
24.276289,0.828087,5
23.20412,-1.072169,5
18.940264,-4.263856,2
18.940264,0,0
15.796283,-3.143981,2
13.287115,-2.509168,2
11.683945,-1.60317,2
10.399527,-1.284418,0
10.839475,0.439948,0
11.51099,0.671515,0
11.174358,-0.336632,0
9.231595,-1.942763,2
6.9599557,-2.2716393,2
0,-6.9599557,4
0,0,0
7.486432,7.486432,1
9.534703,2.048271,1
11.637496,2.102793,1
13.292231,1.654735,1
10.648124,-2.644107,2
10.930063,0.281939,0
12.131564,1.201501,0
12.169308,0.037744,0
13.418288,1.24898,0
12.805033,-0.613255,0
8.883309,-3.921724,2
6.033593,-2.849716,2
3.9618256,-2.0717674,2
0,-3.9618256,2
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
7.564036,7.564036,1
8.091192,0.527156,0
6.135973,-1.955219,2
4.1310277,-2.0049453,2
0,-4.1310277,2
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
7.902465,7.902465,1
8.498173,0.595708,0
6.8719773,-1.6261957,0
4.0939994,-2.7779779,2
2.8922925,-1.2017069,0
0,-2.8922925,2
2.3515167,2.3515167,1
0,-2.3515167,2
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.55132514,0.55132514,0
0.06839947,-0.48292567,0
0.21725856,0.14885909,0
0,-0.21725856,0
0,0,0
0,0,0
0,0,0
0,0,0
0.4352017,0.4352017,0
0.22629209,-0.20890961,0
0,-0.22629209,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
9.273493,9.273493,1
12.848648,3.575155,1
14.417741,1.569093,1
15.515584,1.097843,0
15.64757,0.131986,0
16.16794,0.52037,0
16.646944,0.479004,0
16.90003,0.253086,0
16.682426,-0.217604,0
16.869913,0.187487,0
17.185265,0.315352,0
17.684881,0.499616,0
17.479246,-0.205635,0
18.406319,0.927073,0
20.932615,2.526296,1
21.878864,0.946249,5
