average_speed,maximum_speed,minimum_speed,acceleration_rates
12.56303,12.56303,12.56303,0.0
9.0185075,10.148823,7.888192,0.0
0.0,0.0,0.0,0.0
9.1878295,10.211761,8.163898,1.0
10.9767255,11.172767,10.780684,1.0
7.133673,8.861851,5.405495,0.0
3.4388273500000004,3.6931117,3.184543,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
15.012948333333332,19.09323,11.048254,1.0
19.5183595,20.332579,19.09323,0.75
23.160540857142852,24.276289,21.470276,0.5714285714285714
18.940264,18.940264,18.940264,0.0
18.940264,18.940264,18.940264,0.0
13.589114333333335,15.796283,11.683945,0.0
10.9810875,11.51099,10.399527,0.5
8.09577535,9.231595,6.9599557,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
10.4877155,13.292231,7.486432,1.0
10.648124,10.648124,10.648124,0.0
12.290851200000002,13.418288,10.930063,0.8
4.7196819,8.883309,0.0,0.0
0.0,0.0,0.0,0.0
7.564036,7.564036,7.564036,0.25
8.091192,8.091192,8.091192,0.25
3.422333566666667,6.135973,0.0,0.0
0.0,0.0,0.0,0.0
7.902465,7.902465,7.902465,0.25
7.685075149999999,8.498173,6.8719773,0.5
4.0939994,4.0939994,4.0939994,0.0
2.8922925,2.8922925,2.8922925,0.0
0.0,0.0,0.0,0.0
2.3515167,2.3515167,2.3515167,0.25
0.0,0.0,0.0,0.0
0.007845429109947644,0.55132514,0.0,0.015706806282722512
12.179960666666666,14.417741,9.273493,1.0
16.835101636363632,18.406319,15.515584,0.8181818181818182
20.932615,20.932615,20.932615,0.25
21.594862,21.878864,21.289324,0.25
20.361518999999998,20.53836,20.0768,0.4
21.689283999999997,21.998302,21.1109,0.6666666666666666
19.943966,19.943966,19.943966,0.0
19.764649499999997,19.943966,19.585333,0.0
12.845204500000001,18.10152,6.936255,0.0
5.1187735,5.1187735,5.1187735,0.0
0.0,0.0,0.0,0.0
0.01074828675,0.085986294,0.0,0.125
9.477873,9.477873,9.477873,0.25
10.227233499999999,10.856556,9.562458,0.5
7.8325095,7.8325095,7.8325095,0.0
7.181918,7.181918,7.181918,0.0
3.540676,5.1779323,1.9034197,0.0
0.0573247909375,0.66712725,0.0,0.0625
3.4854953,3.4854953,3.4854953,0.25
2.4712522,2.4712522,2.4712522,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
13.5534555,15.545441,11.56147,1.0
17.1812428,18.504745,15.467922,0.6
12.501004333333334,15.322379,9.727727,0.0
9.5752785,9.64636,9.504197,0.0
11.23863,11.23863,11.23863,0.25
12.479204000000001,13.349156,11.662724,1.0
17.108154,19.203259,14.875963,1.0
20.276274,20.276274,20.276274,0.25
23.82908,23.82908,23.82908,0.25
23.82908,23.82908,23.82908,0.0
26.681429,27.564165,25.798693,1.0
28.171957749999997,28.803312,27.45898,0.75
27.079205,27.079205,27.079205,0.0
26.525323,26.71797,26.332676,0.0
24.092108,24.092108,24.092108,0.0
24.092108,24.092108,24.092108,0.0
12.544530485714287,21.708025,4.2421994,0.0
4.017301533333334,4.3703346,3.3698215,0.6666666666666666
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
4.2845125,4.2845125,4.2845125,0.25
6.2412204,7.8384523,4.2845125,0.875
15.357057000000001,19.628857,10.6239,1.0
19.029387545454544,20.163364,16.682678,0.2727272727272727
15.061787,15.061787,15.061787,0.0
13.115664,13.928013,12.679978,0.3333333333333333
14.507653,14.507653,14.507653,0.25
13.926249,13.926249,13.926249,0.0
9.109743,10.014534,8.204952,0.0
6.920834035714287,8.56906,4.4931693,0.2857142857142857
2.373961,2.373961,2.373961,0.0
0.30704924,2.373961,0.0,0.0
2.0464764,2.0464764,2.0464764,0.25
0.03447395891891892,1.3636724,0.0,0.04054054054054054
9.425171,9.425171,9.425171,0.25
10.198549,10.971927,9.425171,0.5
15.688036624999999,17.976738,13.0534935,1.0
19.074553,19.074553,19.074553,0.25
22.1557855,23.046457,21.265114,1.0
23.74317,24.059233,23.427107,0.5
21.052329999999998,21.749823,20.354837,0.0
21.644278,21.644278,21.644278,0.25
23.365308750000004,23.58959,22.757143,0.5
22.034994,22.034994,22.034994,0.0
21.687948,21.687948,21.687948,0.0
24.080243000000003,24.85133,23.309156,1.0
27.7573885,29.38721,25.959805,0.8333333333333334
30.81051,30.81051,30.81051,0.25
31.44211285714286,32.337933,29.753334,0.42857142857142855
27.033129,27.033129,27.033129,0.0
25.999514,25.999514,25.999514,0.0
21.170108,23.57218,18.715076,0.0
18.1816235,18.201189,18.162058,0.5
27.89559125,35.432346,20.67663,1.0
37.874616333333336,38.997974,36.83489,1.0
42.352753,42.352753,42.352753,0.25
43.83566,43.83566,43.83566,0.5
45.632763,45.632763,45.632763,0.25
50.14719333333333,53.522633,47.0924,1.0
57.902638333333336,60.114487,55.3916,1.0
53.467751666666665,57.881058,48.571537,0.0
48.571537,48.571537,48.571537,0.0
40.00579125,44.536434,34.679554,0.0
34.469952500000005,35.584797,33.476974,0.75
37.41747,37.41747,37.41747,0.25
40.85781738888889,44.492336,37.774986,0.5
34.8832935,39.189922,29.077087,0.0
29.077087,29.077087,29.077087,0.0
20.304408,25.794603,14.716438,0.0
14.716438,14.716438,14.716438,0.0
5.712835699999999,11.89925,0.0,0.0
0.0,0.0,0.0,0.0
19.93234542857143,28.359903,9.924681,1.0
28.324014500000004,28.80495,27.850704,0.25
21.8009015,23.155388,20.446415,0.0
20.41988,20.41988,20.41988,0.0
23.975170000000002,26.688831,21.803486,1.0
26.688831,26.688831,26.688831,0.0
32.1774522,36.254803,28.562037,1.0
41.428617833333334,45.450798,36.254803,0.7222222222222222
41.822365,41.822365,41.822365,0.0
41.199094333333335,41.822365,40.334496,0.0
38.40063,38.40063,38.40063,0.0
37.256891499999995,37.60682,36.906963,0.0
33.0076,33.0076,33.0076,0.0
36.08758506666666,39.666706,32.959736,0.4
29.033275500000002,30.231428,27.835123,0.0
28.114708,28.114708,28.114708,0.25
29.624252,29.624252,29.624252,0.25
30.805788083333336,32.59403,29.10247,0.75
26.98387625,31.062763,23.038353,0.0
13.310618,13.310618,13.310618,0.0
13.310618,13.310618,13.310618,0.0
7.75449,7.75449,7.75449,0.0
0.0,0.0,0.0,0.0
0.20954144285714288,1.4667901,0.0,0.14285714285714285
15.190143399999998,22.399221,6.9236774,1.0
22.83383166666667,23.168226,22.399221,0.3333333333333333
15.2050173,19.63449,9.8836565,0.0
9.87206375,9.8836565,9.860471,0.0
6.835911,7.888435,5.783387,0.0
9.913398,9.913398,9.913398,0.25
9.913398,9.913398,9.913398,0.0
20.958737,30.448982,13.594672,1.0
30.448982,30.448982,30.448982,0.0
40.67689360000001,46.853687,34.141247,1.0
47.448885000000004,48.044083,46.853687,0.5
51.3491005,52.583813,50.114388,1.0
53.077851916666674,54.321083,51.938778,0.75
55.034466,55.286404,54.858616,0.6666666666666666
54.065605,54.065605,54.065605,0.0
51.971497,51.971497,51.971497,0.0
49.435560892857154,51.971497,46.881668,0.39285714285714285
47.588295,47.588295,47.588295,0.0
47.623651249999995,47.73636,47.48147,0.5
45.890755,45.890755,45.890755,0.0
42.874717600000004,45.890755,40.46132,0.0
38.7715,38.7715,38.7715,0.0
30.329266,30.329266,30.329266,0.0
30.329266,30.329266,30.329266,0.0
21.712199666666667,24.818407,19.351849,0.0
17.94329611111111,18.944094,17.450787,0.3333333333333333
19.8329115,20.444605,19.221218,1.0
21.419354,21.712286,21.272888,0.6666666666666666
23.8180025,24.62751,23.008495,1.0
23.781496,23.781496,23.781496,0.0
15.517142999999999,18.975037,12.796518,0.0
15.343662,16.144545,14.542779,1.0
17.034048,17.034048,17.034048,0.25
26.305025999999998,33.690407,19.376137,1.0
33.690407,33.690407,33.690407,0.0
38.033905,39.09786,36.96995,1.0
41.089695799999994,43.028717,38.36398,0.5333333333333333
31.454797,34.716484,28.19311,0.0
27.710561,28.19311,27.228012,0.0
24.935532,24.935532,24.935532,0.0
24.206385,24.206385,24.206385,0.0
25.526531,25.526531,25.526531,0.25
24.774721,24.774721,24.774721,0.0
34.39903475,42.443394,26.76115,1.0
42.0134725,42.67705,40.894997,0.25
21.5211854625,38.517216,7.4033637,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
18.01204825,22.877502,11.948048,1.0
22.670862,22.670862,22.670862,0.0
20.421715,20.421715,20.421715,0.0
19.167666,20.421715,18.457796,0.0
21.188886500000002,22.464489,19.913284,1.0
21.915321,21.915321,21.915321,0.0
27.790634999999998,33.820724,23.320677,1.0
33.820724,33.820724,33.820724,0.0
39.09294325,42.17458,35.923836,1.0
42.20856,42.20856,42.20856,0.25
28.035784999999994,39.715126,19.216997,0.0
19.8102905,20.25108,19.369501,0.5
17.767872,17.767872,17.767872,0.0
18.438681375,19.91138,17.29676,0.75
21.295822,21.295822,21.295822,0.25
21.459936,21.459936,21.459936,0.25
18.123081,19.517311,16.728851,0.0
9.3543215,9.3543215,9.3543215,0.0
9.3543215,9.3543215,9.3543215,0.0
1.748388,3.496776,0.0,0.0
0.0,0.0,0.0,0.0
22.9853865,34.888992,10.8244915,1.0
34.888992,34.888992,34.888992,0.0
39.490069,41.46852,37.31334,1.0
44.05998566666667,46.139847,42.394135,0.5833333333333334
33.865772750000005,40.164616,28.106365,0.0
18.930573,18.930573,18.930573,0.0
18.930573,18.930573,18.930573,0.0
9.124480440000001,15.484333,0.7763782,0.0
0.02426181875,0.7763782,0.0,0.0
10.802804199999999,15.584422,5.7750406,1.0
15.584422,15.584422,15.584422,0.0
19.390168000000003,21.352917,17.50923,1.0
22.738475,23.183598,22.293352,1.0
30.358316142857145,35.460762,25.084845,1.0
34.76687866666666,34.953655,34.393326,0.0
32.279762,32.279762,32.279762,0.0
31.06536,31.06536,31.06536,0.0
35.498765666666664,37.682255,33.16681,1.0
36.645434333333334,37.639507,35.450016,0.0
32.4366885,33.17227,31.701107,0.0
31.73893925,32.557915,30.876484,0.25
18.824834333333335,27.508406,9.8157625,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
7.4945416,7.4945416,7.4945416,0.25
8.2051115,8.2051115,8.2051115,0.25
10.324026,10.324026,10.324026,0.25
12.471754571428573,14.863254,10.7139,0.7142857142857143
19.460799,21.728056,17.193542,1.0
22.090873666666667,22.63709,21.728056,0.6666666666666666
24.497093,24.497093,24.497093,0.25
25.365174666666665,26.160006,24.948458,0.6666666666666666
27.80315,27.80315,27.80315,0.25
28.6557615,29.30355,27.654867,0.5
22.819794,22.819794,22.819794,0.0
22.819794,22.819794,22.819794,0.0
8.9286318,18.683096,0.0,0.0
0.0,0.0,0.0,0.0
11.08188125,16.965088,6.860556,1.0
16.921774,16.965088,16.87846,0.0
15.412577,15.412577,15.412577,0.0
15.462785,15.651029,15.274541,0.5
8.7767415,11.153425,6.400058,0.0
6.400058,6.400058,6.400058,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
32.522512750000004,47.068302,11.324828,1.0
48.76307,48.76307,48.76307,0.25
50.90795,50.90795,50.90795,0.25
52.4393021904762,53.807663,49.798332,0.38095238095238093
41.56087075000001,47.46472,34.193226,0.0
34.193226,34.193226,34.193226,0.0
21.709178500000004,30.727198,11.861184,0.0
11.861184,11.861184,11.861184,0.0
18.995406666666668,21.828856,15.877556,1.0
22.975552,22.975552,22.975552,0.25
25.39435,25.39435,25.39435,0.25
26.619917,26.619917,26.619917,0.25
32.242393,32.242393,32.242393,0.25
32.242393,32.242393,32.242393,0.0
39.6988646,44.05002,35.10687,1.0
46.82735766666667,47.76902,45.69896,0.8333333333333334
42.759958499999996,45.343285,40.176632,0.0
47.37711483333334,52.844036,39.277905,0.7222222222222222
47.95214,47.95214,47.95214,0.0
45.928135000000005,47.11051,44.65606,0.0
39.911877,39.911877,39.911877,0.0
39.911877,39.911877,39.911877,0.0
26.2019445,30.975224,21.428665,0.0
13.962664333333331,16.406778,11.831821,0.0
11.727211,11.727211,11.727211,0.0
13.357899,13.357899,13.357899,0.25
14.239664,14.239664,14.239664,0.25
18.31194675,20.812136,15.936151,1.0
20.812136,20.812136,20.812136,0.0
13.212705199999998,18.500586,7.160633,0.0
5.6232136,7.160633,4.075933,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
12.891581,12.891581,12.891581,0.25
13.338653749999999,14.01526,12.891581,0.5
17.9193445,20.700432,15.138257,1.0
20.700432,20.700432,20.700432,0.0
26.9747105,30.58481,23.317814,1.0
31.654484999999998,31.742317,31.610569,0.3333333333333333
33.113274,33.113274,33.113274,0.25
33.0002725,33.359802,32.640743,0.5
30.37567,30.37567,30.37567,0.0
30.103473,30.37567,29.831276,0.0
28.13335,28.13335,28.13335,0.0
27.734415,28.00853,27.4603,0.5
30.987064,30.987064,30.987064,0.25
30.987064,30.987064,30.987064,0.0
34.025887499999996,35.053425,32.99835,1.0
35.999674,36.031025,35.968323,0.5
28.415144,28.415144,28.415144,0.0
28.415144,28.415144,28.415144,0.0
16.349176833333335,24.409374,8.590341,0.0
8.590341,8.590341,8.590341,0.0
2.93206,5.86412,0.0,0.0
0.0,0.0,0.0,0.0
11.077079,14.633172,7.520986,1.0
14.633172,14.633172,14.633172,0.0
22.339933799999997,26.611212,17.645845,1.0
26.611212,26.611212,26.611212,0.0
33.53066033333334,40.66737,28.413826,1.0
40.66737,40.66737,40.66737,0.0
43.415414999999996,44.37732,42.45351,1.0
50.7805855,54.264404,46.00362,1.0
55.15111166666666,55.364918,54.83923,1.0
53.41906839999999,54.48904,52.21509,0.0
45.553497,45.553497,45.553497,0.0
38.109825,38.109825,38.109825,0.0
33.594574,33.594574,33.594574,0.0
32.289063666666664,32.639904,31.70272,0.3333333333333333
34.940865,34.940865,34.940865,0.25
34.940865,34.940865,34.940865,0.0
40.2712415,43.314857,36.96393,1.0
44.071234823529416,45.623882,43.239735,0.5294117647058824
41.38525,41.38525,41.38525,0.0
40.414795,40.414795,40.414795,0.0
33.14526075,37.462135,29.109749,0.0
20.793375,20.793375,20.793375,0.0
20.793375,20.793375,20.793375,0.0
12.734387125,17.061474,8.407568,0.0
6.8433,6.8433,6.8433,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
9.786261,10.651699,8.920823,1.0
10.676186999999999,11.027963,10.094888,0.75
7.663376,7.663376,7.663376,0.0
7.11966425,7.20601,7.0333185,0.5
25.023634111111114,38.05239,10.209289,1.0
41.13310328571429,42.57922,38.05239,0.5714285714285714
36.841464,38.967598,34.591328,0.0
33.40097188235294,37.784,30.640697,0.6470588235294118
39.760056,39.760056,39.760056,0.25
39.760056,39.760056,39.760056,0.0
41.538876,41.538876,41.538876,0.25
43.001755,43.001755,43.001755,0.25
45.9765185,46.882923,45.070114,1.0
50.810033133333334,52.822716,48.434383,0.6666666666666666
46.65362,46.65362,46.65362,0.0
46.0838765,46.65362,45.514133,0.0
42.54415,42.54415,42.54415,0.0
41.270107,41.270107,41.270107,0.0
19.709631159999997,38.054115,0.0,0.0
0.0,0.0,0.0,0.0
8.8373528,13.86055,3.8141556,1.0
13.86055,13.86055,13.86055,0.0
15.717265,15.717265,15.717265,0.25
16.9508085,17.522203,16.379414,1.0
22.3902985,23.335546,21.445051,1.0
22.211725,22.211725,22.211725,0.0
15.017691,15.017691,15.017691,0.0
15.017691,15.017691,15.017691,0.0
10.13801,13.121931,7.154089,0.0
4.163777120000001,5.768048,3.0058098,0.0
0.0,0.0,0.0,0.0
0.023007586666666666,0.06902276,0.0,0.3333333333333333
3.4030788,3.4030788,3.4030788,0.25
0.0,0.0,0.0,0.0
2.1922777,2.1922777,2.1922777,0.25
2.1922777,2.1922777,2.1922777,0.0
0.0,0.0,0.0,0.0
11.774282599999998,18.332804,4.519043,1.0
18.4065935,18.480383,18.332804,0.5
15.635391,16.913214,14.357568,0.0
15.526815,15.526815,15.526815,0.25
17.508572,17.508572,17.508572,0.25
18.635902,18.635902,18.635902,0.25
23.54376,23.54376,23.54376,0.25
24.292692666666664,24.998928,23.54376,0.6666666666666666
32.944665,34.100613,31.788717,1.0
34.15053716666667,35.137764,33.661087,0.3333333333333333
38.913597,39.75856,38.068634,1.0
38.88240814285714,40.259346,37.803654,0.5714285714285714
38.508667,38.508667,38.508667,0.0
37.713944999999995,37.80003,37.62786,0.0
32.8156715,34.40813,31.223213,0.0
31.223213,31.223213,31.223213,0.0
26.9761575,27.84653,26.105785,0.0
25.456446,25.456446,25.456446,0.0
17.18708975,22.679644,12.132922,0.0
12.603399200000002,13.617262,10.770092,0.6
9.43607,9.43607,9.43607,0.0
10.878255333333334,11.671869,10.433425,1.0
19.185429333333335,21.266964,16.557856,1.0
20.921915,20.921915,20.921915,0.0
18.480394,18.480394,18.480394,0.0
18.480394,18.480394,18.480394,0.0
12.439325000000002,15.017953,9.906662,0.0
14.401539666666666,16.796118,11.833156,1.0
15.580862666666667,16.046637,14.649314,0.0
12.449182,12.449182,12.449182,0.0
12.735397,12.735397,12.735397,0.25
10.912085,10.912085,10.912085,0.0
